Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
GATE31,2020-09-17 17:34,30.344614,59.930422,Одежда для беременных,H&M,4045862097769462,5,3000
Автотрейд,2023-09-04 19:54,30.382569,59.889669,Системы охлаждения,CSF Radiators,5341626780650779,20,12000
Porivay Suit,2012-10-03 19:25,30.356776,59.915184,Аксессуары,Chanel,5341626780650779,24,65000
ТехноНИКОЛЬ,2013-09-18 16:03,30.433004,59.898045,Изоляционные материалы,Ravatherm,5341626780650779,20,1300
GATE31,2018-02-24 13:20,30.354525,59.98708,Мужская одежда,Levi's,5488376937219503,5,8000
OBI,2017-07-18 13:06,30.349319,59.871277,Кровельные материалы,Metrotile,5488376937219503,26,3000
Elny,2017-04-24 19:57,30.409664,59.928271,Свитера и кардиганы,Zara,5488376937219503,5,4000
DreamWhite,2016-10-25 11:37,30.332892,59.792867,Домашняя одежда,Under Armour,5488376937219503,29,2900
restore,2023-10-21 09:49,30.367769,60.033526,Аудиооборудование,Philips,5221930411727483,20,28000
Дикси,2021-05-26 15:06,30.31172,59.927613,Молочные продукты,Campina,5221930411727483,23,85
Elny,2022-08-23 14:04,30.14755,59.581967,Одежда для особых случаев,Marchesa,5221930411727483,5,260000
Автотрейд,2014-03-01 13:26,30.382569,59.889669,Трансмиссии,Aisin,5221930411727483,6,140000
DNS,2013-01-10 19:49,30.347312,59.929048,Смартфоны и мобильные телефоны,OnePlus,5221930411727483,5,40000
Barleone,2015-05-13 14:25,30.293232,59.959192,Домашняя одежда,Lacoste,4023112807350550,53,3200
Автотрейд,2018-05-15 22:33,30.382569,59.889669,Автозвук и мультимедиа,Audison,4023112807350550,26,19000
Афоня,2024-09-15 16:31,30.465252,59.880264,Лестницы и стремянки,FACAL,4023112807350550,5,9000
Петрович,2018-09-12 13:42,30.165382,59.809835,Крепеж и метизы,Bosch,4760360628387182,5,4200
Elny,2020-01-15 21:40,30.378002,59.83122,Часы и украшения,Honor,4760360628387182,42,27000
Дизель спот,2021-05-16 17:11,30.235619,59.993021,Автомобильные аксессуары,Pioneer,4760360628387182,30,8000
Porivay Suit,2020-05-14 19:22,30.348972,59.914947,Спортивные костюмы,Everlast,4760360628387182,26,6500
Автотрейд,2023-07-14 23:40,30.382332,59.889032,Автомобильные масла и жидкости,Petronas,4760360628387182,5,2600
Дон Телефон,2021-08-20 10:36,30.321769,59.927084,Настольные компьютеры,Maingear,5469354231339139,5,130000
Porivay Suit,2018-05-21 17:57,30.348972,59.914947,Одежда для работы,Massimo Dutti,5469354231339139,5,9000
Eurospar,2019-07-15 20:21,30.317453,59.977141,Напитки,Perrier,5469354231339139,47,110
Максидом,2022-12-13 11:09,30.36521,59.811704,Поливочные системы,Aqua Joe,5469354231339139,5,10000
DreamWhite,2023-02-15 16:42,30.304204,59.960815,Рубашки и блузы,J.Crew,4023120054593250,5,3400
PisterGSM,2018-12-11 15:07,30.36603,59.932429,Телевизоры,Skyworth,4023120054593250,23,28000
Barleone,2018-06-26 18:38,30.293232,59.959192,Купальники и пляжная одежда,Quiksilver,4023120054593250,6,4600
ТехноНИКОЛЬ,2014-10-28 14:11,30.526859,59.620811,Изоляционные материалы,Steico,4652275984911642,18,1500
PisterGSM,2014-08-04 14:56,30.36603,59.932429,Аксессуары для мобильных устройств,Incipio,5482260291622946,26,5000
VAG Club,2012-08-27 18:53,30.444139,60.000501,Двигатели и компоненты,Hitachi,5104794165062683,7,105000
РеалЪ,2012-02-03 18:47,29.775097,59.907511,Сладости и десерты,Russell Stover,5104794165062683,29,320
Babochka,2020-01-27 19:23,30.418657,59.940382,Одежда для сна,Hanes,5104794165062683,5,1800
GATE31,2014-09-20 08:28,30.309594,59.964426,Белье и ночные сорочки,Oysho,5104794165062683,29,2000
Азбука вкуса,2022-06-18 20:39,30.34879,59.94209,Продукты для спортсменов,Gaspari Nutrition,5101263753712406,17,2800
Авто Стори,2023-09-26 11:55,30.385865,59.892103,Автосигнализации и охранные системы,Convoy,5101263753712406,26,10000
VAG Club,2019-10-05 19:24,30.444139,60.000501,Топливные системы,SMP,5101263753712406,36,10000
VAG Club,2014-06-18 17:17,30.22647,59.996275,Автомобильные аптечки и аварийные наборы,АВТОТОРГ,4432717000747735,5,2900
VAG Club,2023-07-31 19:58,30.444139,60.000501,Системы охлаждения,Behr Hella Service,5176470452891999,5,12000
VAG Club,2020-04-24 21:12,30.444139,60.000501,Шины и диски,Maxxis,5176470452891999,5,8000
Eurospar,2019-02-23 20:39,30.34903,59.945452,Соусы и приправы,Hellmann's,5176470452891999,31,140
Porivay Suit,2016-03-20 20:12,30.348972,59.914947,Спортивные костюмы,Puma,5176470452891999,5,8500
Мастеровой,2021-01-08 14:26,30.313617,59.926086,Электрика,Eaton,5176470452891999,14,4800
Авто Стори,2016-07-10 10:31,30.385865,59.892103,Системы охлаждения,Mahle,4612858861766191,18,13000
М-Стерео,2015-12-14 14:58,30.355453,59.938372,Дроны и робототехника,Syma,4612858861766191,16,15000
StoreDima,2014-03-18 19:29,30.32422,59.929012,Сетевое оборудование,Edimax,4612858861766191,11,4000
Дон Телефон,2018-09-13 21:53,30.320953,59.927913,Электронные книги,Onyx Boox,4023124295348681,35,15000
Дон Телефон,2013-09-21 09:41,30.320953,59.927913,Носимая электроника,Michael Kors,4023124295348681,5,30000
Автотрейд,2023-04-21 14:10,30.382569,59.889669,Автомобильные аксессуары,Michelin,4023124295348681,15,2500
Дизель спот,2023-04-14 19:44,30.468788,59.960016,Автосигнализации и охранные системы,Scher-Khan,4023124295348681,15,22000
Петрович,2024-02-04 18:35,30.417173,59.861651,Отделочные материалы,Paradyz,4023124295348681,18,6000
restore,2019-02-19 22:25,30.355066,59.987391,Офисная техника,Epson,5469563897299452,42,28000
Дикси,2017-12-12 12:53,30.351978,59.963083,Продукты для вегетарианцев,Sweet Earth,5469563897299452,8,360
Ситилинк,2017-04-10 18:23,30.236852,59.947941,Батарейки и зарядные устройства,Belkin,5469563897299452,46,500
VAG Club,2016-11-24 21:15,30.22647,59.996275,Двигатели и компоненты,Motorcraft,5469563897299452,20,95000
Ашан,2021-03-29 10:11,30.350945,59.869174,Сладости и десерты,Perfetti Van Melle,4333165434901444,12,220
М-Стерео,2020-05-16 14:36,30.367216,59.935317,Носимая электроника,Withings,4333165434901444,11,27000
GATE31,2015-11-15 14:31,30.319385,59.930106,Одежда для работы,Ralph Lauren,4333165434901444,6,14000
Babochka,2014-02-27 14:52,30.336152,59.802006,Перчатки и шарфы,Michael Kors,4333165434901444,8,16000
Дизель спот,2017-09-06 15:52,30.235619,59.993021,Шины и диски,Bridgestone,4333165434901444,5,11000
VAG Club,2020-10-11 15:08,30.444139,60.000501,Автомобильные лампы и освещение,Jahn,4245443054594041,5,1200
Дизель спот,2024-06-24 12:35,30.444036,59.950531,Автозвук и мультимедиа,Kenwood,4245443054594041,5,14000
М-Стерео,2012-01-22 21:51,30.355453,59.938372,Автоэлектроника,Infinity,4245443054594041,5,16000
GATE31,2013-12-19 17:41,30.309594,59.964426,Эко-одежда,Threads 4 Thought,4245443054594041,9,7000
VAG Club,2025-03-05 13:40,30.444139,60.000501,Автомобильные масла и жидкости,Amsoil,4245443054594041,13,3200
Автотрейд,2013-01-21 16:33,30.235785,59.992793,Подвеска и рулевое управление,Proforged,5484287359601742,5,13500
Babochka,2014-12-17 08:26,30.373729,59.927942,Одежда для работы,Ann Taylor,4258855395500027,5,8500
StoreDima,2015-04-19 16:36,30.32422,59.929012,Принтеры и сканеры,Panasonic,5484565262151108,5,21000
СтройХаус,2023-12-16 22:30,30.478379,60.015703,Окна и двери,Salamander,5484565262151108,5,29000
Авто Стори,2017-02-13 22:26,30.385865,59.892103,Двигатели и компоненты,Siemens VDO,5484565262151108,5,125000
OBI,2018-05-07 23:41,30.349319,59.871277,Напольные покрытия,Unilin,5479353628352514,5,1600
Лента,2020-06-13 14:25,30.362929,59.831652,Безалкогольные напитки,Monster,5479353628352514,54,160
Дизель спот,2023-11-23 15:25,30.468788,59.960016,Подвеска и рулевое управление,Dorman,4762060750205179,36,9500
М.Видео,2015-05-21 14:49,30.23089,59.938396,Батарейки и зарядные устройства,Rayovac,5500647837281025,14,370
Barleone,2018-02-14 21:04,30.293232,59.959192,Одежда больших размеров,City Chic,5500647837281025,17,4700
Porivay Suit,2015-06-02 09:41,30.356776,59.915184,Джинсы и брюки,Ralph Lauren,5500647837281025,29,9500
VAG Club,2017-03-19 15:40,30.444139,60.000501,Трансмиссии,LUK,5257780155289947,5,115000
Авто Стори,2020-01-06 19:55,30.47283,59.885293,Тормозные системы,Meyle,5257780155289947,5,9000
Лента,2018-04-23 11:57,30.227901,59.98466,Напитки,Red Bull,5257780155289947,5,150
Дон Телефон,2016-08-19 15:33,30.321769,59.927084,Электронные книги,Barnes & Noble,4023123303776846,17,10000
Афоня,2017-09-28 19:21,30.352663,59.833633,Керамическая плитка,Italon,4023124095813181,5,1800
Elny,2015-10-23 22:04,30.34682,59.832252,Спортивная одежда,Saucony,5536918141210826,36,6600
Авто Стори,2025-01-08 22:46,30.47283,59.885293,Автосигнализации и охранные системы,Steel Mate,5536918141210826,5,20000
Barleone,2024-10-28 17:24,30.293232,59.959192,Одежда больших размеров,Woman Within,5536918141210826,14,3600
Автотрейд,2015-02-03 18:20,30.382569,59.889669,Автосигнализации и охранные системы,Tomahawk,5469535015598808,5,16000
OBI,2018-07-20 12:15,30.382358,60.089826,Строительные материалы,BASF,5469535015598808,31,3900
Мастеровой,2013-08-11 07:05,30.313617,59.926086,Поливочные системы,Dramm,5469535015598808,39,10500
СтройХаус,2022-12-31 08:31,30.478379,60.015703,Изоляционные материалы,Foamular,5469535015598808,26,1600
Elny,2019-08-27 10:15,30.362365,59.933929,Костюмы и пиджаки,Armani,5469535015598808,17,70000
Авто Стори,2013-09-20 11:53,30.385865,59.892103,Шины и диски,Toyo,5522125806308144,20,8500
Телемаркет24,2020-02-20 10:24,30.205425,59.989928,Носимая электроника,Casio,4874459622062456,5,20000
Дизель спот,2019-03-29 10:08,30.444036,59.950531,Топливные системы,Valeo,4874459622062456,5,9500
DreamWhite,2021-07-16 11:22,30.359178,59.938404,Одежда для сна,Lunya,4245437878426453,5,6000
Babochka,2017-01-21 20:04,29.872112,60.171461,Спортивная одежда,Lululemon,4245437878426453,5,9500
OBI,2017-09-16 15:44,30.316835,59.824291,Крепеж и метизы,TOX,4245437878426453,40,3200
VAG Club,2024-11-28 20:37,30.22647,59.996275,Двигатели и компоненты,BorgWarner,4245437878426453,9,140000
Афоня,2012-04-12 18:05,30.257194,59.952773,Садовая техника,Snapper,4245437878426453,5,55000
Ситилинк,2023-11-04 18:59,30.236852,59.947941,Устройства умного дома,August,5479027936103477,5,25000
VAG Club,2022-06-03 09:40,30.22647,59.996275,Электрооборудование,TRW,5479027936103477,35,9000
Ситилинк,2019-09-16 19:38,30.497893,59.944686,Электронные книги,Kobo,5479027936103477,5,9000
Дизель спот,2024-07-18 21:09,30.468788,59.960016,Двигатели и компоненты,Continental,5479027936103477,39,130000
Porivay Suit,2021-02-08 15:26,30.356776,59.915184,Женская одежда,Reformation,5479027936103477,5,5500
Мастеровой,2018-10-22 21:14,30.314396,59.926407,Садовая техника,Black+Decker,4023110730124974,15,45000
Дизель спот,2024-06-22 17:10,30.468788,59.960016,Автоинструменты и оборудование,Sunex,4023110730124974,7,8000
Автотрейд,2019-08-15 12:53,30.382332,59.889032,Топливные системы,Pierburg,4023110730124974,5,10000
Авто Стори,2017-09-27 16:02,30.47283,59.885293,Шины и диски,Continental,4023110730124974,21,11500
Максидом,2023-12-07 13:27,30.38423,60.002149,Изоляционные материалы,Izovol,4154813825635633,8,1000
PisterGSM,2013-03-22 22:47,30.36603,59.932429,Принтеры и сканеры,Dymo,5209540175213438,7,18000
ТехноНИКОЛЬ,2021-05-09 11:10,30.282577,60.073813,Садовый декор,Sunnydaze Decor,5209540175213438,5,17000
Петрович,2019-12-14 15:04,30.156687,59.585744,Инструменты и оборудование,Hitachi,5209540175213438,5,21000
М.Видео,2019-10-02 23:25,30.350111,59.870237,Аудиооборудование,Denon,6768883885845450,8,45000
Автотрейд,2023-08-27 17:54,30.382332,59.889032,Электрооборудование,Beru,6768883885845450,5,7500
Barleone,2012-08-31 11:34,30.293232,59.959192,Спортивные костюмы,Reebok,6768883885845450,23,8000
Афоня,2022-06-04 11:17,30.345783,60.093526,Садовая техника,Echo,5488426008439678,13,60000
PisterGSM,2013-02-15 17:07,30.36603,59.932429,Накопители данных,Samsung,5488426008439678,17,7000
Магнит,2017-12-21 17:11,30.315741,59.903477,Сладости и десерты,Chupa Chups,4670586645444935,8,150
PisterGSM,2013-01-03 15:49,30.36603,59.932429,Программное обеспечение,Microsoft,4670586645444935,24,150000
restore,2024-06-16 22:56,30.360196,59.927591,Сетевые сервисы и подписки,Box,4670586645444935,17,6000
VAG Club,2012-09-29 20:10,30.444139,60.000501,Двигатели и компоненты,ACDelco,4279328295820680,18,80000
СтройХаус,2020-06-28 13:38,30.372729,59.95475,Изоляционные материалы,Izovol,4279328295820680,20,1000
М-Стерео,2018-05-28 15:27,30.355453,59.938372,Сетевое оборудование,Aruba,4279328295820680,7,14000
VAG Club,2017-12-15 22:15,30.444139,60.000501,Тормозные системы,Carbone Lorraine,4279328295820680,7,13000
Elny,2022-04-28 16:23,30.14755,59.581967,Мужская одежда,Tommy Hilfiger,4279328295820680,31,9000
Ситилинк,2014-01-12 22:51,30.448774,60.031971,Мониторы,Sharp,4760360530513355,8,32000
Мастеровой,2020-11-14 18:20,30.314396,59.926407,Электрика,Eaton,5209549601536244,10,4800
Babochka,2014-09-06 17:57,30.329989,59.935103,Обувь,Converse,5209549601536244,9,5500
Ситилинк,2016-01-17 22:56,30.384687,59.830638,Принтеры и сканеры,Zebra,5209549601536244,23,22000
Elny,2020-11-19 22:59,30.361476,59.932748,Эко-одежда,Outerknown,5209549601536244,45,16000
DreamWhite,2022-12-31 21:53,30.332892,59.792867,Эко-одежда,Thought,5209549601536244,5,9000
Афоня,2017-06-04 13:52,30.349203,60.05041,Кровельные материалы,Isola,4258853855812627,5,2300
Дизель спот,2017-01-28 13:25,30.235619,59.993021,Электрооборудование,NGK,4258853855812627,5,9000
Перекрёсток,2014-08-18 01:45,30.287316,59.966662,Здоровое питание,Eat Natural,4258853855812627,5,300
СтройХаус,2024-01-29 21:49,30.44978,60.036823,Поливочные системы,Rain Bird,4258853855812627,10,14000
VAG Club,2016-01-26 15:00,30.444139,60.000501,Электрооборудование,Mitsubishi Electric,4245627337039538,31,16000
Дикси,2018-08-28 10:29,30.286534,59.921631,Фрукты и овощи,NatureSweet,4245627337039538,10,270
VAG Club,2016-04-12 23:56,30.22647,59.996275,Топливные системы,Airtex,5496008118554193,25,8500
Ситилинк,2013-09-22 15:57,30.497893,59.944686,Игровые консоли и аксессуары,8BitDo,5496008118554193,5,7000
Авто Стори,2014-11-05 12:55,30.385865,59.892103,Двигатели и компоненты,NTN,5496008118554193,5,75000
DreamWhite,2021-12-13 21:24,30.370335,59.938003,Эко-одежда,Amour Vert,5496008118554193,10,14000
DreamWhite,2014-08-29 20:01,30.304204,59.960815,Одежда для дома,Uniqlo,5496008118554193,11,1800
Дон Телефон,2015-06-21 09:46,30.320953,59.927913,Электронные книги,Amazon,5341710333102778,23,12000
Babochka,2015-12-03 09:09,29.872112,60.171461,Обувь,Dr. Martens,5341710333102778,31,9500
Дизель спот,2020-01-29 15:46,30.235619,59.993021,Автомобильные лампы и освещение,Lumen,5341710333102778,5,1500
Перекрёсток,2012-02-17 08:35,30.228791,60.017448,Мясо и птица,Мясницкий ряд,5341710333102778,5,410
Сатурн,2020-02-21 23:38,30.352088,59.996967,Системы безопасности,Nest,5341710333102778,55,35000
VAG Club,2014-07-02 12:50,30.444139,60.000501,Автомобильные масла и жидкости,Quaker State,4245440341312719,10,2200
OBI,2022-03-16 12:20,30.349319,59.871277,Освещение,Eaton,4245440341312719,17,2200
Лента,2018-08-29 17:05,30.342121,59.95786,Здоровое питание,Greenfield,4658824592161402,5,200
Дизель спот,2020-05-16 15:57,30.444036,59.950531,Шины и диски,Michelin,4658824592161402,14,12000
Лемана Про,2013-07-02 13:00,30.390059,60.055245,Вентиляция и кондиционирование,Sakata,4658824592161402,5,60000
Сатурн,2020-11-13 18:19,30.367789,59.874853,Садовая мебель,Fermob,4658824592161402,6,45000
PisterGSM,2018-11-06 14:07,30.36603,59.932429,Устройства умного дома,Amazon,4658824592161402,47,35000
restore,2018-02-27 21:31,30.301078,60.005219,Программное обеспечение,Corel,5483870648829828,42,80000
VAG Club,2016-08-25 15:46,30.444139,60.000501,Системы охлаждения,Stant,5483870648829828,32,10000
Ситилинк,2015-04-09 14:16,30.318437,59.787778,Устройства виртуальной и дополненной реальности,Samsung,5483870648829828,10,30000
Дон Телефон,2018-08-10 19:44,30.321769,59.927084,Мелкая бытовая техника,Panasonic,5483870648829828,21,16000
Eurospar,2018-11-03 14:51,30.317453,59.977141,Орехи и сухофрукты,Сибирский кедр,5483870648829828,5,600
Дон Телефон,2017-04-06 20:04,30.321769,59.927084,Настольные компьютеры,Asus,5484034231124677,31,75000
Магнит,2015-01-07 22:50,30.484521,59.899034,Мясо и птица,Атяшевский мясокомбинат,5484034231124677,5,530
Авто Стори,2012-08-12 11:50,30.47283,59.885293,Шины и диски,Nexen,5484034231124677,5,7000
М-Стерео,2018-10-12 20:00,30.367216,59.935317,Фото- и видеокамеры,Fujifilm,5458077070602973,36,45000
Пятёрочка,2024-03-15 13:19,30.307346,59.961332,Чай и кофе,Illy,5458077070602973,5,350
М-Стерео,2018-09-27 22:35,30.355453,59.938372,Автоэлектроника,Kenwood,5458077070602973,34,14000
Сатурн,2015-10-21 16:27,30.478427,59.858923,Садовый декор,Red Carpet Studios,5458077070602973,25,13000
PisterGSM,2019-08-12 17:26,30.36603,59.932429,Телевизоры,Hisense,5458077070602973,66,30000
OBI,2012-04-27 12:55,30.382358,60.089826,Окна и двери,Maco,4245427400914099,13,28000
Дизель спот,2019-09-24 16:05,30.235619,59.993021,Автозвук и мультимедиа,Infinity,4245427400914099,5,15000
Сатурн,2021-10-24 20:05,30.351693,59.941615,Изоляционные материалы,Ravatherm,5183635815058060,36,1300
Максидом,2019-01-23 16:15,30.38423,60.002149,Вентиляция и кондиционирование,Haier,5183635815058060,8,85000
VAG Club,2018-04-23 14:29,30.444139,60.000501,Автоинструменты и оборудование,Astro Pneumatic,5183635815058060,8,11000
Дизель спот,2023-12-26 14:18,30.235619,59.993021,Автоинструменты и оборудование,TEKTON,4023119263344044,18,10000
Дикси,2015-08-11 22:20,30.335883,59.923698,Орехи и сухофрукты,Фруктовая Энергия,6764213757621878,30,450
Максидом,2018-03-21 21:35,30.267628,59.95185,Отделочные материалы,Caparol,6764213757621878,11,4700
СтройХаус,2020-10-03 13:59,30.436413,59.946501,Герметики и монтажная пена,Tytan,6764213757621878,5,330
РеалЪ,2020-11-16 19:54,30.395134,59.739688,Диетические продукты,Quest Nutrition,5476014078277472,26,1700
Петрович,2013-05-02 14:47,30.485513,59.752786,Строительные материалы,Gyproc,5476014078277472,48,3500
GATE31,2017-08-15 17:37,30.346968,59.918223,Одежда для сна,Eberjey,5476014078277472,24,5000
Babochka,2012-05-31 14:20,30.336152,59.802006,Сумки и рюкзаки,Longchamp,5469624601847033,35,60000
Максидом,2013-10-30 21:48,30.267628,59.95185,Декоративные элементы,Leroy Merlin,6768515507816135,5,1200
DreamWhite,2024-05-24 14:39,30.304204,59.960815,Белье и ночные сорочки,La Perla,6768515507816135,5,10000
GATE31,2012-11-23 16:45,30.354525,59.98708,Часы и украшения,Lenovo,6768515507816135,5,18000
Авто Стори,2012-01-22 19:03,30.385865,59.892103,Подвеска и рулевое управление,Bilstein,6768515507816135,23,15000
Перекрёсток,2021-06-07 17:45,30.228791,60.017448,Рыба и морепродукты,Морской котик,5458076499022016,5,510
DNS,2016-09-27 23:06,30.38151,59.702543,Офисная техника,Ricoh,5458076499022016,5,33000
Автотрейд,2013-07-16 14:30,30.235785,59.992793,Автоинструменты и оборудование,Blue-Point,5458076499022016,17,16000
Дизель спот,2018-04-30 12:20,30.235619,59.993021,Двигатели и компоненты,Hella,5458076499022016,15,85000
StoreDima,2017-07-23 11:11,30.32422,59.929012,Автоэлектроника,JL Audio,4908550815540462,38,20000
Elny,2016-06-15 21:31,30.293474,59.960791,Платья и юбки,Urban Outfitters,4908550815540462,5,6000
Barleone,2014-01-01 12:32,30.293232,59.959192,Купальники и пляжная одежда,Billabong,4908550815540462,39,5000
Максидом,2014-12-06 14:59,30.386777,60.004162,Электрика,Feron,4908550815540462,28,2200
GATE31,2024-05-12 08:43,30.309594,59.964426,Джинсы и брюки,Diesel,4226087489334608,7,8000
ТехноНИКОЛЬ,2024-06-15 10:33,30.282577,60.073813,Садовая техника,Sun Joe,4226087489334608,5,40000
Дизель спот,2018-06-24 21:31,30.235619,59.993021,Автоинструменты и оборудование,Milwaukee,5479442425592807,5,17000
Porivay Suit,2024-09-16 21:25,30.348972,59.914947,Спортивные костюмы,Lonsdale,5479442425592807,7,6500
Elny,2013-07-14 17:47,30.359647,59.947369,Одежда для работы,Banana Republic,4245430058334818,5,9000
Лемана Про,2024-02-09 22:25,30.236232,60.038227,Лестницы и стремянки,Hailo,4245430058334818,25,16000
Авто Стори,2020-04-18 09:48,30.47283,59.885293,Двигатели и компоненты,Gates,4245430058334818,12,90000
РеалЪ,2017-02-12 13:45,30.42266,59.953941,Соусы и приправы,Lea & Perrins,4245430058334818,5,170
Дон Телефон,2022-11-29 13:22,30.320953,59.927913,Фото- и видеокамеры,Ricoh,5268239707859293,40,35000
Barleone,2020-01-14 11:01,30.293232,59.959192,Эко-одежда,Reformation,5268239707859293,23,18000
Barleone,2014-10-26 07:07,30.293232,59.959192,Часы и украшения,Motorola,5268239707859293,45,22000
Дизель спот,2022-08-09 14:02,30.235619,59.993021,Автомобильные аксессуары,WeatherTech,4245435600567611,7,7000
Сатурн,2015-03-23 11:35,30.128095,59.995286,Садовая мебель,ScanCom,4245435600567611,5,38000
OBI,2020-03-17 18:52,30.518781,59.894747,Системы отопления,De Dietrich,4245435600567611,5,125000
GATE31,2018-08-31 13:34,30.346968,59.918223,Головные уборы,Supreme,4245435600567611,14,4000
Дизель спот,2024-03-01 19:09,30.468788,59.960016,Двигатели и компоненты,Continental,5176470384632446,5,130000
Barleone,2024-12-14 08:02,30.293232,59.959192,Перчатки и шарфы,Fendi,5176470384632446,40,24000
Азбука вкуса,2023-03-18 15:29,30.359189,59.931679,Безалкогольные напитки,Sprite,5176470384632446,5,90
PisterGSM,2019-11-07 13:17,30.36603,59.932429,Офисная техника,Dell,5176470384632446,36,42000
Дизель спот,2022-10-08 22:50,30.235619,59.993021,Двигатели и компоненты,BorgWarner,5176470384632446,5,140000
Babochka,2019-02-17 11:48,30.336152,59.802006,Спортивная одежда,Puma,4023128854674514,13,6000
Сатурн,2020-04-01 15:17,30.334153,59.946841,Системы отопления,ACV,4023128854674514,64,110000
VAG Club,2022-03-13 22:48,30.22647,59.996275,Шины и диски,Nokian,4023128854674514,5,11000
Автотрейд,2017-09-25 09:45,30.169871,59.815811,Двигатели и компоненты,Bosch,4023128854674514,5,120000
СтройХаус,2014-09-15 17:00,30.372729,59.95475,Лестницы и стремянки,Louisville,4279229633677440,5,8500
DreamWhite,2016-03-25 18:13,30.370335,59.938003,Свитера и кардиганы,Levi's,4279229633677440,5,6000
Babochka,2016-04-17 23:58,30.373729,59.927942,Одежда для дома,Bershka,4279229633677440,5,1600
Дикси,2016-10-28 06:16,30.301414,59.903764,Органические продукты,Back to Nature,4245431375917640,8,150
Мастеровой,2012-08-02 16:30,30.313617,59.926086,Краски и лаки,Sherwin-Williams,4245431375917640,13,2700
restore,2012-05-26 17:38,30.320493,59.926461,Телевизоры,Westinghouse,5479108846638474,49,23000
Barleone,2014-10-10 13:10,30.293232,59.959192,Купальники и пляжная одежда,L*Space,5479108846638474,5,5300
Дизель спот,2022-05-03 13:30,30.468788,59.960016,Подвеска и рулевое управление,Blueprint,5479108846638474,5,10000
Elny,2023-10-26 18:40,30.34682,59.832252,Сумки и рюкзаки,Prada,5586728267638398,5,170000
GATE31,2019-10-14 19:06,30.344614,59.930422,Одежда для особых случаев,Marchesa,5586728267638398,6,260000
М.Видео,2020-10-16 15:39,30.317384,59.977066,Кабели и адаптеры,ASUS,5586728267638398,23,1900
Лента,2018-05-28 01:35,30.333871,59.89798,Замороженные продукты,Klondike,5586728267638398,15,300
Eurospar,2012-04-28 00:03,30.300629,59.96729,Супы и бульоны,Pacific Foods,4276541890189552,5,220
Barleone,2016-04-15 17:39,30.293232,59.959192,Мужская одежда,Columbia,5291601803925837,21,7500
VAG Club,2022-11-16 11:33,30.444139,60.000501,Электрооборудование,NGK,5291601803925837,18,9000
Porivay Suit,2017-03-25 14:01,30.348972,59.914947,Головные уборы,Lacoste,5308273891648903,13,3300
GATE31,2016-07-24 12:18,30.345298,59.930685,Рубашки и блузы,Ted Baker,5308273891648903,5,4600
Дизель спот,2014-11-29 07:09,30.444036,59.950531,Системы охлаждения,Koyo,4279728757344727,5,13000
Porivay Suit,2021-05-16 11:41,30.356776,59.915184,Головные уборы,Zara,4279728757344727,26,1600
restore,2015-03-25 20:12,30.317006,59.820927,Электронные книги,Barnes & Noble,4279728757344727,27,10000
Автотрейд,2025-02-24 20:32,30.382332,59.889032,Трансмиссии,Allison Transmission,4279728757344727,14,160000
Barleone,2017-07-07 13:05,30.293232,59.959192,Одежда для беременных,Boohoo Maternity,4279728757344727,5,2800
СтройХаус,2021-09-26 20:01,30.249342,60.034898,Изоляционные материалы,Paroc,4023129250513790,37,1400
PisterGSM,2015-07-07 14:58,30.36603,59.932429,Носимая электроника,Skagen,4023129250513790,49,23000
VAG Club,2017-11-01 08:01,30.444139,60.000501,Двигатели и компоненты,Bosch,5104106362385333,5,120000
DNS,2016-02-08 12:51,30.335183,60.051509,Устройства умного дома,Ring,6768605235561811,5,30000
М.Видео,2018-06-13 16:21,30.437312,59.933146,Смартфоны и мобильные телефоны,Infinix,4724469545926957,5,15000
Eurospar,2024-11-10 14:17,30.34596,59.928669,Фрукты и овощи,Ocean Mist Farms,4724469545926957,5,240
Авто Стори,2014-04-29 10:37,30.385865,59.892103,Автосигнализации и охранные системы,Sobr,5193377928683420,5,19000
Авто Стори,2016-01-14 19:35,30.47283,59.885293,Автомобильные масла и жидкости,Fuchs,5193377928683420,5,2900
ТехноНИКОЛЬ,2023-04-18 16:43,30.433004,59.898045,Садовый инвентарь,Briggs & Stratton,5458079104485895,46,5700
Азбука вкуса,2016-10-10 14:27,30.34879,59.94209,Соусы и приправы,Grey Poupon,5458079104485895,15,200
Максидом,2019-01-03 17:28,30.36521,59.811704,Сантехника,Kaldewei,5458079104485895,15,23000
Дизель спот,2024-08-13 22:49,30.235619,59.993021,Трансмиссии,Valeo,5268237894548177,27,110000
Мастеровой,2015-10-16 16:52,30.314322,59.926366,Керамическая плитка,Cersanit,6761964132222125,5,1200
Elny,2025-02-04 16:58,30.257252,59.990067,Джинсы и брюки,Diesel,6761964132222125,5,8000
Barleone,2020-01-15 16:12,30.293232,59.959192,Детская одежда,Reebok,6761964132222125,5,3000
restore,2019-01-06 16:08,30.308129,59.963536,Системы безопасности,Vivint,6761964132222125,7,26000
Максидом,2022-06-25 17:02,30.38423,60.002149,Садовый инвентарь,Toro,6761964132222125,6,6200
Сатурн,2018-03-29 13:45,30.370351,59.927948,Краски и лаки,Eskaro,4245424150715383,18,2200
Дизель спот,2012-07-12 09:41,30.235619,59.993021,Подвеска и рулевое управление,Proforged,4245424150715383,5,13500
