Название магазина,Дата и время,Долгота,Широта,Категория,Бренд,Номер карты,Количество товаров,Стоимость
СтройХаус,2018-09-30 16:09,30.436413,59.946501,Изоляционные материалы,Steico,5490241648857560,5,1500
Porivay Suit,2020-03-04 14:29,30.356776,59.915184,Аксессуары,Alexander McQueen,5482263696577181,20,45000
Дизель спот,2019-02-07 13:51,30.444036,59.950531,Двигатели и компоненты,INA,5482263696577181,5,80000
Ашан,2019-08-31 22:12,30.316491,59.819679,Продукты для вегетарианцев,MorningStar Farms,5482263696577181,41,320
Мастеровой,2020-10-17 09:20,30.313617,59.926086,Садовая техника,Ariens,5482263696577181,34,70000
М.Видео,2024-08-15 14:54,30.37881,59.82784,Кабели и адаптеры,Apple,5493028525330956,5,2500
Дикси,2022-03-26 16:42,30.360979,59.942506,Орехи и сухофрукты,Greenfield,5493028525330956,7,510
Porivay Suit,2013-01-15 15:56,30.356776,59.915184,Купальники и пляжная одежда,Seafolly,5493028525330956,5,5200
OBI,2020-08-19 11:44,30.382358,60.089826,Строительные материалы,Saint-Gobain,5493028525330956,13,3500
VAG Club,2012-10-24 16:19,30.444139,60.000501,Подвеска и рулевое управление,Dorman,5397144992703399,21,9500
Мастеровой,2023-04-14 16:11,30.314322,59.926366,Системы безопасности,Lorex,5397144992703399,52,31000
Ашан,2016-06-13 18:48,30.350945,59.869174,Бакалея,Mistral,5397144992703399,27,150
Дикси,2016-05-24 11:16,30.299754,59.952415,Снеки и чипсы,Lay's,5397144992703399,16,150
Eurospar,2021-02-21 10:17,30.359726,59.948455,Экологически чистые продукты,Natumi,5469595154983892,5,190
DreamWhite,2014-07-21 09:33,30.370335,59.938003,Одежда больших размеров,Universal Standard,5469595154983892,5,6000
Магнит,2015-03-17 06:59,30.301764,59.92892,Органические продукты,Newman's Own,4274527739203498,5,180
Афоня,2022-01-19 10:54,30.303072,59.963994,Окна и двери,Salamander,4274384443481133,26,29000
Автотрейд,2014-08-16 23:15,30.235785,59.992793,Автомобильные лампы и освещение,GE Lighting,4274384443481133,20,1200
М-Стерео,2021-03-17 20:25,30.355453,59.938372,Компьютерные периферийные устройства,Corsair,4274384443481133,26,18000
Магнит,2015-07-04 17:48,30.32224,59.925076,Алкогольные напитки,Bombay Sapphire,4274384443481133,8,2000
DNS,2021-06-22 12:54,30.260157,60.007716,Носимая электроника,Tag Heuer,4724465970641742,53,50000
М-Стерео,2015-10-27 19:44,30.367216,59.935317,Программируемые устройства,Raspberry Pi,4724465970641742,30,4000
Мастеровой,2014-01-10 10:01,30.314396,59.926407,Мебель для ванной,Duravit,4274164473125557,15,35000
М-Стерео,2014-06-27 12:18,30.367216,59.935317,Батарейки и зарядные устройства,Rayovac,6768606214741076,5,370
Максидом,2023-11-20 13:53,30.386777,60.004162,Декоративные элементы,Ceresit,6768606214741076,31,2700
Магнит,2020-12-19 14:29,30.451144,59.867748,Алкогольные напитки,Chivas Regal,6768606214741076,20,3500
Elny,2013-06-14 20:12,30.343427,59.926674,Белье и ночные сорочки,Aubade,6768606214741076,5,6000
Porivay Suit,2016-01-23 19:48,30.356776,59.915184,Одежда для беременных,Storq,6768606214741076,12,4400
М-Стерео,2023-09-09 10:17,30.355453,59.938372,Ноутбуки,Xiaomi,5495243821412561,5,50000
Телемаркет24,2016-01-14 15:15,30.473981,59.946175,Накопители данных,ADATA,5209547955840874,5,5500
Сатурн,2023-10-07 11:39,30.418535,59.927553,Гипсокартон и комплектующие,Rockwool,5209547955840874,6,530
Автотрейд,2020-02-14 10:58,30.235785,59.992793,Подвеска и рулевое управление,Febi,5209547955840874,27,10500
Дон Телефон,2020-12-19 11:05,30.321769,59.927084,Системы безопасности,Netatmo,5472090097483272,16,17000
Elny,2016-02-05 17:55,30.34682,59.832252,Рубашки и блузы,GAP,5472090097483272,31,3000
Лента,2020-06-04 05:56,30.340722,60.049161,Рыба и морепродукты,Вичи,5472090097483272,14,600
VAG Club,2024-08-07 15:03,30.22647,59.996275,Трансмиссии,Mopar,4025074157824055,5,130000
Лента,2019-09-30 04:40,30.449471,59.909833,Снеки и чипсы,Snyder's of Hanover,4025074157824055,14,180
Авто Стори,2012-05-15 12:14,30.385865,59.892103,Автомобильные масла и жидкости,Total,4025074157824055,28,2400
DNS,2025-01-08 22:08,30.308786,59.916187,Настольные компьютеры,HP,5479693397573444,47,85000
Петрович,2018-12-19 17:26,30.252079,59.952578,Сантехника,Kaldewei,4432236707936879,5,23000
Лемана Про,2016-05-04 18:14,30.236232,60.038227,Напольные покрытия,Tarkett,4432236707936879,5,1500
Петрович,2016-08-02 11:41,30.343252,60.062117,Напольные покрытия,Forbo,4274061817882184,31,2100
DNS,2015-08-03 16:12,30.31788,59.91548,Мониторы,ViewSonic,5469359187009573,13,25000
Пятёрочка,2024-10-16 21:25,30.312728,59.868713,Готовые блюда,Мириталь,5469359187009573,5,210
Афоня,2020-10-24 11:28,30.414933,59.942857,Садовые постройки,Arrow,5469359187009573,5,35000
Ситилинк,2016-02-03 08:37,30.357117,59.920592,Офисная техника,Microsoft,5469359187009573,5,43000
GATE31,2021-03-11 12:40,30.346968,59.918223,Костюмы и пиджаки,Ralph Lauren,5585185567444048,16,50000
Elny,2020-02-13 18:21,30.379255,59.826746,Детская одежда,Patagonia,5585185567444048,5,4500
VAG Club,2015-04-27 22:42,30.22647,59.996275,Автомобильные аксессуары,Sparco,5585185567444048,26,4500
Barleone,2017-08-07 14:04,30.293232,59.959192,Одежда для особых случаев,Jenny Packham,5585185567444048,5,240000
restore,2021-10-13 15:28,30.27508,59.941932,Сетевое оборудование,TRENDnet,4874152077138224,35,4000
Азбука вкуса,2012-02-15 17:16,30.359189,59.931679,Готовые блюда,Сибирская коллекция,4874152077138224,5,270
Авто Стори,2022-03-13 14:48,30.47283,59.885293,Автомобильные лампы и освещение,Wagner,5268234752315067,24,1400
DreamWhite,2017-09-04 21:39,30.370335,59.938003,Одежда для дома,Tezenis,5268234752315067,18,1500
VAG Club,2015-12-16 16:17,30.22647,59.996275,Автозвук и мультимедиа,Focal,5268234752315067,5,18000
Лемана Про,2024-10-24 17:43,30.446878,59.912914,Системы отопления,Fondital,5268234752315067,5,90000
Elny,2012-01-29 16:23,30.315904,59.926132,Эко-одежда,Stella McCartney,5126405411887833,18,25000
Максидом,2022-04-28 07:13,30.386777,60.004162,Сантехника,Oras,5126405411887833,5,16000
VAG Club,2016-01-08 19:53,30.444139,60.000501,Электрооборудование,Ferodo,5126405411887833,5,8500
Babochka,2019-01-26 18:35,30.418657,59.940382,Спортивная одежда,Puma,5126405411887833,8,6000
Elny,2013-03-16 13:36,30.259229,60.0078,Одежда для сна,Eberjey,4274031537408583,31,5000
Дизель спот,2018-08-06 12:13,30.444036,59.950531,Шины и диски,Goodyear,4274031537408583,7,10000
Мастеровой,2025-01-24 09:03,30.313617,59.926086,Фасадные материалы,Sika,4274031537408583,5,1400
СтройХаус,2018-05-14 09:52,30.436413,59.946501,Гипсокартон и комплектующие,KNAUF Insulation,4274031537408583,5,490
М.Видео,2021-09-26 11:48,30.407019,60.03865,Фото- и видеокамеры,Insta360,5268234714897310,13,35000
Автотрейд,2015-06-09 19:32,30.169871,59.815811,Автомобильные масла и жидкости,Liqui Moly,5268234714897310,18,2800
restore,2023-04-06 20:18,30.317006,59.820927,Сетевые сервисы и подписки,Box,5268234714897310,23,6000
Телемаркет24,2023-10-25 22:33,30.335758,60.067134,3D-принтеры и аксессуары,Wanhao,5268234714897310,5,40000
ТехноНИКОЛЬ,2020-01-14 18:00,30.432281,59.897979,Системы канализации,Kaldewei,5268234714897310,5,14000
Магнит,2015-07-28 17:13,30.320394,59.957792,Мясо и птица,Черкизово,5189017942343858,5,450
Автотрейд,2017-03-26 21:21,30.382569,59.889669,Автозвук и мультимедиа,Kenwood Excelon,4670582131437905,5,20000
GATE31,2024-08-18 22:43,30.309594,59.964426,Спортивные костюмы,Lacoste,4670582131437905,31,11000
Магнит,2024-08-02 14:26,30.37508,59.875082,Масла и жиры,Богородская Маслобойня,5224584534791587,14,160
М.Видео,2013-07-04 11:31,30.361724,59.926606,Электронные книги,Onyx Boox,5224584534791587,29,15000
DNS,2012-10-29 08:25,30.226092,60.037187,Мелкая бытовая техника,Kenwood,5224584534791587,9,17000
GATE31,2015-04-04 12:30,30.345298,59.930685,Платья и юбки,Missguided,5224584534791587,15,3700
Пятёрочка,2017-12-02 16:58,30.423601,59.925534,Товары для выпечки,Ghirardelli,5224584534791587,25,180
Ситилинк,2022-08-25 13:32,30.357117,59.920592,Сетевое оборудование,Juniper,5469635685638999,5,18000
ТехноНИКОЛЬ,2018-12-04 23:52,30.282577,60.073813,Системы отопления,ACV,5469635685638999,31,110000
Дизель спот,2019-10-01 13:40,30.468788,59.960016,Автоинструменты и оборудование,OTC Tools,4760364388296804,5,12000
Афоня,2012-06-14 14:53,30.387845,60.00248,Садовые постройки,Cedarshed,4760364388296804,17,46000
DreamWhite,2019-06-19 18:57,30.304204,59.960815,Одежда для беременных,Motherhood Maternity,4760364388296804,5,4000
Barleone,2020-04-11 16:35,30.293232,59.959192,Одежда для беременных,Old Navy Maternity,4760364388296804,5,3400
Дон Телефон,2020-06-07 16:39,30.320953,59.927913,Мелкая бытовая техника,Bosch,5183634265306122,9,18000
Дизель спот,2013-03-23 18:42,30.235619,59.993021,Автомобильные аптечки и аварийные наборы,АМА,5183634265306122,42,1400
PisterGSM,2024-05-20 17:41,30.36603,59.932429,Автоэлектроника,JVC,5183634265306122,21,13000
Elny,2019-08-04 10:22,30.379255,59.826746,Домашняя одежда,Schiesser,5183634265306122,20,3100
СтройХаус,2023-07-08 22:53,30.249342,60.034898,Сантехника,Hatria,5183634265306122,5,15000
GATE31,2017-12-07 19:12,30.346968,59.918223,Белье и ночные сорочки,Intimissimi,4021778776172097,5,3000
Мастеровой,2023-10-20 23:56,30.314322,59.926366,Садовые постройки,Duramax,4023112547899734,5,46000
Магнит,2021-06-11 08:10,30.436802,59.977592,Фрукты и овощи,Oppy,4195396540551707,9,330
Пятёрочка,2012-03-14 15:29,30.262451,59.950149,Продукты для спортсменов,ProSupps,4023118163809423,17,2600
Максидом,2013-04-10 10:31,30.386777,60.004162,Освещение,Feit Electric,4023118163809423,22,1000
Афоня,2018-10-27 14:17,30.352663,59.833633,Сантехника,Hatria,4023118163809423,19,15000
Barleone,2012-03-09 10:47,30.293232,59.959192,Платья и юбки,Massimo Dutti,4023118163809423,29,6000
Афоня,2020-05-04 11:22,30.387845,60.00248,Гипсокартон и комплектующие,Rigips,4023118163809423,20,400
Barleone,2023-03-08 15:35,30.293232,59.959192,Рубашки и блузы,Uniqlo,5101446135420461,5,2200
М-Стерео,2021-11-27 19:51,30.367216,59.935317,Устройства виртуальной и дополненной реальности,Vuzix,5101446135420461,5,45000
СтройХаус,2016-10-02 12:54,30.249342,60.034898,Фасадные материалы,Vetonit,5101446135420461,27,1300
Перекрёсток,2020-08-28 03:30,30.340344,60.072069,Товары для выпечки,Hodgson Mill,5101446135420461,5,125
PisterGSM,2020-02-22 17:21,30.36603,59.932429,Сетевое оборудование,Cisco,4245427820639887,5,15000
Афоня,2018-04-02 20:54,30.507137,59.9086,Садовая техника,Greenworks,4245427820639887,5,50000
PisterGSM,2024-05-06 19:02,30.36603,59.932429,Телефоны и оборудование для стационарной связи,Yealink,4245427820639887,27,8000
Мастеровой,2022-07-15 09:44,30.314322,59.926366,Садовый инвентарь,Briggs & Stratton,4245427820639887,5,5700
Barleone,2016-12-22 19:16,30.293232,59.959192,Костюмы и пиджаки,Saint Laurent,4797884694188178,23,85000
Автотрейд,2023-09-16 22:56,30.235785,59.992793,Автомобильные аксессуары,Armor All,4797884694188178,5,1500
Авто Стори,2012-07-18 18:24,30.47283,59.885293,Топливные системы,VDO,4797884694188178,5,10500
Ашан,2024-10-17 19:20,30.513685,59.894625,Снеки и чипсы,Cheetos,4797884694188178,5,160
Дизель спот,2014-09-19 23:31,30.235619,59.993021,Шины и диски,Maxxis,4797884694188178,5,8000
М.Видео,2017-07-05 18:49,30.445592,59.910635,Мониторы,Apple,5458074723726698,5,60000
Петрович,2019-07-11 18:25,30.344151,60.06295,Садовый инвентарь,MTD,5458074723726698,5,5300
Дизель спот,2015-01-07 16:47,30.444036,59.950531,Подвеска и рулевое управление,Dorman,5458074723726698,12,9500
Автотрейд,2020-12-09 21:29,30.169871,59.815811,Автозвук и мультимедиа,Alpine,5458074723726698,24,17000
ТехноНИКОЛЬ,2023-11-11 11:51,30.433004,59.898045,Садовая техника,Husqvarna,5458074723726698,5,70000
М-Стерео,2021-06-08 09:24,30.355453,59.938372,Смартфоны и мобильные телефоны,Samsung,4658822363189172,20,60000
Ашан,2016-02-24 20:39,30.350945,59.869174,Безалкогольные напитки,Powerade,4023114621046499,5,150
Ситилинк,2017-10-02 14:04,29.892438,59.881339,Носимая электроника,Huawei,4023114621046499,7,25000
Elny,2019-08-12 15:28,30.379255,59.826746,Одежда для йоги,Electric & Rose,4023114621046499,44,7000
Babochka,2017-11-17 09:04,29.872112,60.171461,Обувь,Hoka One One,4023114621046499,6,10000
StoreDima,2020-01-14 14:55,30.32422,59.929012,Мелкая бытовая техника,Panasonic,4023114621046499,13,16000
Ашан,2023-03-02 11:56,30.513685,59.894625,Рыба и морепродукты,Северная компания,5498910126213099,19,470
VAG Club,2016-05-22 13:47,30.22647,59.996275,Трансмиссии,Getrag,5498910126213099,28,135000
DreamWhite,2016-02-01 09:09,30.370335,59.938003,Одежда для работы,Tommy Hilfiger,4245437546352580,8,11000
DreamWhite,2018-03-18 12:03,30.332892,59.792867,Одежда для беременных,H&M,4245437546352580,13,3000
Дизель спот,2019-04-01 13:43,30.444036,59.950531,Автомобильные лампы и освещение,Vision X,4023117067199789,6,1800
Авто Стори,2020-01-13 14:10,30.385865,59.892103,Тормозные системы,Akebono,4023117067199789,5,13000
Афоня,2014-03-27 17:35,30.507137,59.9086,Электрика,Makel,4023117067199789,34,2000
Петрович,2019-04-21 20:59,30.636334,60.032571,Герметики и монтажная пена,Moment,4023117067199789,5,340
Сатурн,2016-09-17 23:07,30.478427,59.858923,Системы отопления,Grundfos,5469161499853205,10,75000
Лента,2015-06-29 14:13,30.362929,59.831652,Безалкогольные напитки,Monster,5469161499853205,5,160
Ашан,2022-07-28 15:13,30.400781,59.899965,Замороженные продукты,Kashi,5469161499853205,5,450
Ашан,2015-09-03 15:30,30.513685,59.894625,Консервы,Дядя Ваня,5469161499853205,13,140
Авто Стори,2021-12-29 20:14,30.47283,59.885293,Системы охлаждения,Meyle,4724800389341850,24,12000
Авто Стори,2022-04-26 13:59,30.385865,59.892103,Автомобильные аксессуары,Osram,4724800389341850,7,3000
Дон Телефон,2016-02-26 13:46,30.321769,59.927084,3D-принтеры и аксессуары,Formlabs,4724800389341850,5,350000
restore,2016-06-11 12:31,30.355066,59.987391,Программируемые устройства,Raspberry Pi,4724800389341850,38,4000
Porivay Suit,2017-05-25 09:17,30.348972,59.914947,Одежда для особых случаев,Gucci,4724800389341850,14,300000
restore,2018-06-18 17:37,30.446447,59.911725,Планшеты,Huawei,5313447366868936,5,17000
GATE31,2023-06-19 20:54,30.360159,59.943736,Часы и украшения,Xiaomi,5313447366868936,29,25000
Barleone,2012-12-03 08:11,30.293232,59.959192,Верхняя одежда,Mango,5313447366868936,5,13000
VAG Club,2015-08-03 10:07,30.22647,59.996275,Системы охлаждения,Gates,5313447366868936,31,11000
СтройХаус,2014-04-07 18:19,30.44978,60.036823,Керамическая плитка,Novogres,5313447366868936,5,1400
Ашан,2016-06-15 19:19,30.316491,59.819679,Товары для выпечки,Duncan Hines,4023126632858351,5,110
restore,2016-09-25 14:19,30.445639,59.980758,Сетевые сервисы и подписки,Spotify,4023126632858351,18,7000
DreamWhite,2016-05-03 20:25,30.304204,59.960815,Женская одежда,Stradivarius,4023126632858351,5,2600
Дизель спот,2018-12-02 11:07,30.468788,59.960016,Шины и диски,BFGoodrich,4023126632858351,12,9500
Eurospar,2021-11-22 11:06,30.284023,59.944569,Продукты для вегетарианцев,Quorn,4023126632858351,34,400
Автотрейд,2015-04-05 17:40,30.169871,59.815811,Трансмиссии,Denso,4314175167510838,10,125000
Eurospar,2019-04-22 01:56,30.334406,59.935163,Фрукты и овощи,Fresh Express,4274304687917451,17,130
Авто Стори,2017-03-01 12:00,30.47283,59.885293,Автоинструменты и оборудование,DeWalt,4274304687917451,15,16000
Пятёрочка,2013-06-02 21:18,30.297457,59.920446,Товары для выпечки,King Arthur Flour,4274304687917451,5,140
Пятёрочка,2012-01-05 14:49,30.261257,59.94252,Молочные продукты,Agusha,4274304687917451,14,65
Babochka,2015-07-10 17:40,30.342662,59.945058,Перчатки и шарфы,Prada,4274304687917451,5,23000
Авто Стори,2016-01-05 11:36,30.385865,59.892103,Подвеска и рулевое управление,Monroe,4023127171178348,18,11000
М-Стерео,2021-01-19 22:12,30.367216,59.935317,Аксессуары для мобильных устройств,Belkin,4023127171178348,21,5000
Авто Стори,2021-11-05 15:06,30.47283,59.885293,Топливные системы,VDO,4023127171178348,14,10500
СтройХаус,2023-11-12 13:32,30.478379,60.015703,Садовые постройки,Palram,4023127171178348,13,40000
ТехноНИКОЛЬ,2015-12-05 21:23,30.526859,59.620811,Инструменты и оборудование,Dremel,4023127171178348,5,12000
Пятёрочка,2023-01-22 01:18,30.261257,59.94252,Замороженные продукты,Marie Callender's,4658828449600966,39,450
Дизель спот,2014-06-24 15:08,30.468788,59.960016,Шины и диски,Yokohama,4658828449600966,5,10500
VAG Club,2020-07-18 14:28,30.22647,59.996275,Автомобильные лампы и освещение,Bosch,5149082692750439,5,1600
Дизель спот,2021-02-08 14:14,30.468788,59.960016,Двигатели и компоненты,Bosch,5472141266601366,5,120000
Porivay Suit,2024-10-29 18:50,30.348972,59.914947,Футболки и майки,Diesel,5472141266601366,38,3800
GATE31,2023-05-12 12:53,30.354525,59.98708,Одежда для особых случаев,Versace,5472141266601366,41,270000
DreamWhite,2021-02-04 13:51,30.359178,59.938404,Спортивная одежда,Everlast,5472141266601366,9,5000
Elny,2024-03-29 12:13,30.378002,59.83122,Домашняя одежда,Hugo Boss,4245423948734941,18,4200
Телемаркет24,2016-10-08 18:27,30.424798,60.048503,Накопители данных,Kingston,4245423948734941,5,5500
М-Стерео,2017-01-20 14:07,30.367216,59.935317,Сетевое оборудование,Tenda,4274766300509724,5,3000
Максидом,2021-11-18 13:21,30.36521,59.811704,Системы канализации,Kessel,4274766300509724,17,18000
DNS,2015-04-14 13:52,30.238262,59.840601,Компьютерные периферийные устройства,Acer,4274766300509724,25,14000
OBI,2012-07-13 16:01,30.316835,59.824291,Отделочные материалы,Knauf,4188684356150292,54,4500
Barleone,2016-07-17 21:27,30.293232,59.959192,Одежда для дома,Next,4188684356150292,34,2000
СтройХаус,2020-08-20 20:46,30.436413,59.946501,Отделочные материалы,Sopro,4188684356150292,23,4500
Ситилинк,2013-10-17 19:39,30.318108,59.787765,Телефоны и оборудование для стационарной связи,Polycom,4276374706212964,34,9000
Авто Стори,2014-01-20 18:27,30.385865,59.892103,Шины и диски,Bridgestone,4276374706212964,9,11000
ТехноНИКОЛЬ,2014-04-21 18:44,30.433004,59.898045,Вентиляция и кондиционирование,Samsung,4276374706212964,18,125000
DreamWhite,2021-01-11 14:56,30.304204,59.960815,Одежда больших размеров,City Chic,4276374706212964,5,4700
Пятёрочка,2013-09-24 10:05,30.341081,59.968079,Мясо и птица,Велком,4276374706212964,29,400
GATE31,2019-11-05 15:15,30.354525,59.98708,Спортивные костюмы,Everlast,4226085504681964,33,6500
restore,2018-03-05 18:53,30.355066,59.987391,Устройства умного дома,iRobot,4226085504681964,5,50000
СтройХаус,2013-02-20 19:37,30.249159,59.987033,Герметики и монтажная пена,Sika,4226085504681964,16,380
Автотрейд,2024-08-17 20:37,30.169871,59.815811,Автозвук и мультимедиа,MTX Audio,5479594258209145,31,13000
Ашан,2019-10-26 18:37,30.457308,59.778,Специи и пряности,Lawry's,5479594258209145,11,160
GATE31,2024-03-14 16:21,30.354525,59.98708,Одежда для йоги,Zella,5479594258209145,24,6000
GATE31,2019-08-15 22:28,30.360159,59.943736,Одежда для работы,Banana Republic,5479594258209145,15,9000
GATE31,2017-09-10 14:57,30.309594,59.964426,Обувь,Clarks,5479594258209145,5,8000
Азбука вкуса,2013-09-22 23:17,30.314909,59.90529,Продукты для вегетарианцев,Field Roast,4303230198229066,30,380
GATE31,2021-03-30 18:06,30.345298,59.930685,Футболки и майки,Levi's,4303230198229066,5,2500
Eurospar,2020-11-19 13:49,30.317453,59.977141,Экологически чистые продукты,BioGourmet,4303230198229066,5,200
GATE31,2023-12-30 23:32,30.360159,59.943736,Перчатки и шарфы,Ralph Lauren,4023127103862890,41,17000
StoreDima,2014-06-10 10:02,30.32422,59.929012,Программное обеспечение,Dassault Systèmes,4023127103862890,9,210000
Авто Стори,2020-08-18 12:30,30.47283,59.885293,Тормозные системы,Textar,4023127103862890,34,9500
Автотрейд,2016-11-24 14:26,30.382569,59.889669,Двигатели и компоненты,Denso,5488373282399729,5,110000
VAG Club,2013-08-23 11:19,30.444139,60.000501,Автомобильные масла и жидкости,Shell,5488373282399729,5,2600
DNS,2019-01-03 20:26,30.238262,59.840601,Телевизоры,Insignia,5488373282399729,42,21000
Дизель спот,2015-12-11 10:57,30.444036,59.950531,Шины и диски,Pirelli,5488373282399729,5,12500
Мастеровой,2014-04-07 16:56,30.314396,59.926407,Лестницы и стремянки,Youngman,5488373282399729,5,9500
Максидом,2024-03-08 13:00,30.267628,59.95185,Отделочные материалы,Caparol,5479993868874540,5,4700
ТехноНИКОЛЬ,2018-07-10 11:12,30.432281,59.897979,Садовая мебель,Hartman,5479993868874540,25,45000
РеалЪ,2016-04-03 19:14,30.220267,59.903342,Сладости и десерты,Nestle,5479993868874540,5,300
Дизель спот,2016-08-08 22:01,30.444036,59.950531,Двигатели и компоненты,NTN,5479993868874540,5,75000
М.Видео,2021-09-20 21:47,30.319245,59.92564,Сетевое оборудование,Buffalo,5479993868874540,5,7000
Телемаркет24,2016-02-27 10:47,30.438988,59.933292,Принтеры и сканеры,Epson,4760364214883606,5,20000
Авто Стори,2020-05-17 09:29,30.385865,59.892103,Автоинструменты и оборудование,Milwaukee,4760364214883606,18,17000
Афоня,2023-10-05 09:03,30.345275,59.939053,Герметики и монтажная пена,Moment,4760364214883606,5,340
ТехноНИКОЛЬ,2016-07-15 19:02,30.432281,59.897979,Вентиляция и кондиционирование,Ballu,4760364214883606,5,75000
Дон Телефон,2015-06-27 20:10,30.320953,59.927913,Программное обеспечение,Mozilla,5412922689396204,5,50000
Азбука вкуса,2020-08-21 14:05,30.359189,59.931679,Продукты для спортсменов,Orgain,5412922689396204,18,2900
Дикси,2023-05-18 21:16,30.335883,59.923698,Специи и пряности,Keya,5412922689396204,5,125
Eurospar,2017-02-20 05:50,30.359726,59.948455,Здоровое питание,BioGourmet,5412922689396204,5,400
DreamWhite,2016-09-28 14:24,30.370335,59.938003,Детская одежда,GAP,5104102173792427,5,2500
Сатурн,2012-11-05 11:04,30.128095,59.995286,Садовая техника,Sun Joe,5104102173792427,5,40000
Ашан,2023-09-19 05:58,30.400781,59.899965,Детское питание,Plum Organics,5104102173792427,34,160
Barleone,2018-08-09 15:05,30.293232,59.959192,Спортивные костюмы,Diadora,4856089887588981,25,7500
StoreDima,2015-09-28 20:09,30.32422,59.929012,3D-принтеры и аксессуары,Geeetech,4856089887588981,26,30000
Магнит,2017-10-07 18:54,30.27132,59.94671,Фрукты и овощи,Wholesum Harvest,4856089887588981,5,280
VAG Club,2023-01-28 16:39,30.22647,59.996275,Двигатели и компоненты,Hella,5213241773057554,19,85000
OBI,2018-10-07 18:58,30.146803,59.993579,Гипсокартон и комплектующие,ISOVER,5213241773057554,7,500
Babochka,2014-06-27 21:44,30.379816,59.925405,Свитера и кардиганы,Lacoste,5213241773057554,5,7000
Babochka,2023-02-01 10:26,30.329989,59.935103,Свитера и кардиганы,Calvin Klein,5213241773057554,6,7500
OBI,2022-10-19 08:56,30.349319,59.871277,Керамическая плитка,Paradyz,5213241773057554,5,1700
Мастеровой,2018-01-25 17:01,30.361738,59.943736,Напольные покрытия,Witex,4674854197486867,29,1300
М.Видео,2016-08-28 17:00,30.350111,59.870237,Телевизоры,Skyworth,4023112098419696,21,28000
Авто Стори,2013-09-19 13:00,30.47283,59.885293,Топливные системы,Mahle,4023112098419696,5,9500
Афоня,2019-11-08 12:31,30.345783,60.093526,Садовые постройки,Palram,4023112098419696,26,40000
restore,2021-11-27 15:12,30.320493,59.926461,Батарейки и зарядные устройства,Rayovac,4023112098419696,6,370
Лента,2025-04-03 19:06,30.39892,59.798683,Фрукты и овощи,Driscoll's,4274394668685918,5,180
Перекрёсток,2014-12-17 10:06,30.339535,59.919056,Орехи и сухофрукты,Royal Forest,4274394668685918,5,530
Ашан,2017-01-07 21:14,30.457308,59.778,Здоровое питание,The Bridge,4276177623860848,18,250
Пятёрочка,2015-12-25 09:44,30.274433,59.898666,Рыба и морепродукты,Магуро,4276177623860848,5,750
Дизель спот,2021-08-09 14:02,30.235619,59.993021,Тормозные системы,Hawk Performance,4276177623860848,5,13500
PisterGSM,2015-01-07 08:17,30.36603,59.932429,Сетевые сервисы и подписки,Shopify,6768968816061679,33,11000
Авто Стори,2023-12-02 09:00,30.385865,59.892103,Топливные системы,ACDelco,6768968816061679,5,10000
Porivay Suit,2015-06-28 09:56,30.356776,59.915184,Одежда для особых случаев,Armani,5483870677539947,14,250000
VAG Club,2017-01-31 22:36,30.22647,59.996275,Автомобильные лампы и освещение,Nokya,5483870677539947,19,1500
Лемана Про,2018-12-22 14:24,30.236354,60.038157,Изоляционные материалы,Penoizol,5124263578958259,27,800
Петрович,2016-03-18 08:59,30.165382,59.809835,Садовый инвентарь,Flymo,5124263578958259,5,3400
Афоня,2020-06-24 16:12,30.352663,59.833633,Керамическая плитка,Ariostea,5323015082039294,7,2300
М.Видео,2019-06-03 10:44,30.316717,59.81842,Электронные книги,Boyue,5323015082039294,5,5000
Автотрейд,2017-08-15 13:04,30.169871,59.815811,Автомобильные аптечки и аварийные наборы,Автокомплект,5323015082039294,5,2500
Ашан,2014-05-27 13:03,30.341063,59.913898,Продукты для вегетарианцев,Dr. Praeger's,5323015082039294,27,290
РеалЪ,2013-04-09 14:17,30.355607,59.94412,Рыба и морепродукты,Морской мир,5473293752203938,19,570
Мастеровой,2018-06-04 09:03,30.313991,59.926244,Поливочные системы,Raindrip,5473293752203938,18,8500
СтройХаус,2014-10-18 22:30,30.249342,60.034898,Строительные материалы,USG,4274062138915253,21,3400
StoreDima,2014-05-07 10:32,30.32422,59.929012,Автоэлектроника,Clarion,4274028218758681,26,12000
Barleone,2024-01-16 10:38,30.293232,59.959192,Сумки и рюкзаки,Balenciaga,5268237379711430,5,150000
VAG Club,2018-12-14 22:27,30.444139,60.000501,Шины и диски,Uniroyal,5268237379711430,5,8500
Elny,2020-07-03 10:01,30.362365,59.933929,Сумки и рюкзаки,Louis Vuitton,5213248695610526,5,200000
VAG Club,2017-06-09 19:53,30.444139,60.000501,Автомобильные масла и жидкости,Chevron,5213248695610526,5,2500
Афоня,2024-03-27 16:32,30.414933,59.942857,Напольные покрытия,Alloc,5213248695610526,6,1550
ТехноНИКОЛЬ,2013-08-14 11:54,30.526859,59.620811,Фасадные материалы,Ecoroom,5213248695610526,25,1200
М-Стерео,2017-11-08 12:28,30.367216,59.935317,Планшеты,Xiaomi,5104106453464942,50,35000
Ашан,2012-08-11 19:16,30.514683,59.893525,Крупы и макароны,Быстров,5104106453464942,5,120
Максидом,2014-12-16 21:34,30.36521,59.811704,Электрика,Rexant,5104106453464942,25,2800
